Be-Mobile;12/10/2017 18:45:00;B_OW;Sint-Lievenslaan;699.107;223;11.2860322869955
Be-Mobile;12/10/2017 18:30:00;B_OW;Sint-Lievenslaan;699.107;192;13.10825625
Be-Mobile;12/10/2017 18:15:00;B_OW;Sint-Lievenslaan;699.107;219;11.4921698630137
Be-Mobile;12/10/2017 18:00:00;B_OW;Sint-Lievenslaan;699.107;285;8.83082526315789
Be-Mobile;12/10/2017 17:45:00;B_OW;Sint-Lievenslaan;699.107;238;10.5747277310924
Be-Mobile;12/10/2017 17:30:00;B_OW;Sint-Lievenslaan;699.107;173;14.5478913294798
Be-Mobile;12/10/2017 17:15:00;B_OW;Sint-Lievenslaan;699.107;149;16.8911758389262
Be-Mobile;12/10/2017 17:00:00;B_OW;Sint-Lievenslaan;699.107;141;17.8495404255319
Be-Mobile;12/10/2017 16:45:00;B_OW;Sint-Lievenslaan;699.107;110;22.8798654545455
Be-Mobile;12/10/2017 16:30:00;B_OW;Sint-Lievenslaan;699.107;95;26.4924757894737
Be-Mobile;12/10/2017 16:15:00;B_OW;Sint-Lievenslaan;699.107;110;22.8798654545455
Be-Mobile;12/10/2017 16:00:00;B_OW;Sint-Lievenslaan;699.107;132;19.0665545454545
Be-Mobile;12/10/2017 15:45:00;B_OW;Sint-Lievenslaan;699.107;109;23.0897724770642
Be-Mobile;12/10/2017 15:30:00;B_OW;Sint-Lievenslaan;699.107;86;29.2649441860465
Be-Mobile;12/10/2017 15:15:00;B_OW;Sint-Lievenslaan;699.107;75;33.557136
Be-Mobile;12/10/2017 15:00:00;B_OW;Sint-Lievenslaan;699.107;82;30.6925024390244
Be-Mobile;12/10/2017 14:45:00;B_OW;Sint-Lievenslaan;699.107;81;31.0714222222222
Be-Mobile;12/10/2017 14:30:00;B_OW;Sint-Lievenslaan;699.107;86;29.2649441860465
Be-Mobile;12/10/2017 14:15:00;B_OW;Sint-Lievenslaan;699.107;83;30.322713253012
Be-Mobile;12/10/2017 14:00:00;B_OW;Sint-Lievenslaan;699.107;97;25.9462391752577
Be-Mobile;12/10/2017 13:45:00;B_OW;Sint-Lievenslaan;699.107;121;20.7998776859504
Be-Mobile;12/10/2017 13:30:00;B_OW;Sint-Lievenslaan;699.107;124;20.2966548387097
Be-Mobile;12/10/2017 13:15:00;B_OW;Sint-Lievenslaan;699.107;113;22.2724353982301
Be-Mobile;12/10/2017 13:00:00;B_OW;Sint-Lievenslaan;699.107;112;22.4712964285714
Be-Mobile;12/10/2017 12:45:00;B_OW;Sint-Lievenslaan;699.107;115;21.8850886956522
Be-Mobile;12/10/2017 12:30:00;B_OW;Sint-Lievenslaan;699.107;93;27.0622064516129
Be-Mobile;12/10/2017 12:15:00;B_OW;Sint-Lievenslaan;699.107;80;31.459815
Be-Mobile;12/10/2017 12:00:00;B_OW;Sint-Lievenslaan;699.107;85;29.6092376470588
Be-Mobile;12/10/2017 11:45:00;B_OW;Sint-Lievenslaan;699.107;88;28.5998318181818
Be-Mobile;12/10/2017 11:30:00;B_OW;Sint-Lievenslaan;699.107;82;30.6925024390244
Be-Mobile;12/10/2017 11:15:00;B_OW;Sint-Lievenslaan;699.107;75;33.557136
Be-Mobile;12/10/2017 11:00:00;B_OW;Sint-Lievenslaan;699.107;77;32.6855220779221
Be-Mobile;12/10/2017 10:45:00;B_OW;Sint-Lievenslaan;699.107;89;28.2784853932584
Be-Mobile;12/10/2017 10:30:00;B_OW;Sint-Lievenslaan;699.107;101;24.9186653465347
Be-Mobile;12/10/2017 10:15:00;B_OW;Sint-Lievenslaan;699.107;107;23.5213570093458
Be-Mobile;12/10/2017 10:00:00;B_OW;Sint-Lievenslaan;699.107;82;30.6925024390244
Be-Mobile;13/10/2017 6:30:00;B_OW;Sint-Lievenslaan;699.107;73;34.4765095890411
Be-Mobile;13/10/2017 6:15:00;B_OW;Sint-Lievenslaan;699.107;64;39.32476875
Be-Mobile;13/10/2017 6:00:00;B_OW;Sint-Lievenslaan;699.107;70;35.9540742857143
Be-Mobile;13/10/2017 5:45:00;B_OW;Sint-Lievenslaan;699.107;64;39.32476875
Be-Mobile;13/10/2017 5:30:00;B_OW;Sint-Lievenslaan;699.107;71;35.4476788732394
Be-Mobile;13/10/2017 5:15:00;B_OW;Sint-Lievenslaan;699.107;56;44.9425928571429
Be-Mobile;13/10/2017 5:00:00;B_OW;Sint-Lievenslaan;699.107;53;47.4865132075472
Be-Mobile;13/10/2017 4:45:00;B_OW;Sint-Lievenslaan;699.107;59;42.6573762711864
Be-Mobile;13/10/2017 4:30:00;B_OW;Sint-Lievenslaan;699.107;60;41.94642
Be-Mobile;13/10/2017 4:15:00;B_OW;Sint-Lievenslaan;699.107;53;47.4865132075472
Be-Mobile;13/10/2017 4:00:00;B_OW;Sint-Lievenslaan;699.107;58;43.3928482758621
Be-Mobile;13/10/2017 3:45:00;B_OW;Sint-Lievenslaan;699.107;57;44.1541263157895
Be-Mobile;13/10/2017 3:30:00;B_OW;Sint-Lievenslaan;699.107;57;44.1541263157895
Be-Mobile;13/10/2017 3:15:00;B_OW;Sint-Lievenslaan;699.107;65;38.7197723076923
Be-Mobile;13/10/2017 3:00:00;B_OW;Sint-Lievenslaan;699.107;68;37.0115470588235
Be-Mobile;13/10/2017 2:45:00;B_OW;Sint-Lievenslaan;699.107;60;41.94642
Be-Mobile;13/10/2017 2:30:00;B_OW;Sint-Lievenslaan;699.107;70;35.9540742857143
Be-Mobile;13/10/2017 2:15:00;B_OW;Sint-Lievenslaan;699.107;75;33.557136
Be-Mobile;13/10/2017 2:00:00;B_OW;Sint-Lievenslaan;699.107;74;34.0106108108108
Be-Mobile;13/10/2017 1:45:00;B_OW;Sint-Lievenslaan;699.107;74;34.0106108108108
Be-Mobile;13/10/2017 1:30:00;B_OW;Sint-Lievenslaan;699.107;71;35.4476788732394
Be-Mobile;13/10/2017 1:15:00;B_OW;Sint-Lievenslaan;699.107;70;35.9540742857143
Be-Mobile;13/10/2017 1:00:00;B_OW;Sint-Lievenslaan;699.107;72;34.95535
Be-Mobile;13/10/2017 0:45:00;B_OW;Sint-Lievenslaan;699.107;86;29.2649441860465
Be-Mobile;13/10/2017 0:30:00;B_OW;Sint-Lievenslaan;699.107;109;23.0897724770642
Be-Mobile;13/10/2017 0:15:00;B_OW;Sint-Lievenslaan;699.107;99;25.4220727272727
Be-Mobile;13/10/2017 0:00:00;B_OW;Sint-Lievenslaan;699.107;79;31.8580405063291
Be-Mobile;12/10/2017 23:45:00;B_OW;Sint-Lievenslaan;699.107;74;34.0106108108108
Be-Mobile;12/10/2017 23:30:00;B_OW;Sint-Lievenslaan;699.107;83;30.322713253012
Be-Mobile;12/10/2017 23:15:00;B_OW;Sint-Lievenslaan;699.107;68;37.0115470588235
Be-Mobile;12/10/2017 23:00:00;B_OW;Sint-Lievenslaan;699.107;80;31.459815
